N_unmapped	558983	558983	558983
N_multimapping	11255455	11255455	11255455
N_noFeature	3607601	20072404	3829062
N_ambiguous	971800	18267	408082
ENSG00000223972	0	0	0
ENSG00000227232	7	0	7
ENSG00000243485	0	0	0
ENSG00000237613	0	0	0
ENSG00000268020	0	0	0
ENSG00000240361	0	0	0
ENSG00000186092	0	0	0
ENSG00000238009	2	2	0
ENSG00000239945	0	0	0
ENSG00000233750	0	0	0
ENSG00000237683	16	0	16
ENSG00000268903	0	0	0
ENSG00000269981	0	0	0
ENSG00000239906	0	0	0
ENSG00000241860	0	0	0
ENSG00000222623	0	0	0
ENSG00000241599	1	1	0
ENSG00000228463	3	0	3
ENSG00000241670	0	0	0
ENSG00000237094	0	0	0
ENSG00000250575	0	0	0
ENSG00000233653	0	0	0
ENSG00000224813	0	0	0
ENSG00000235249	0	0	0
ENSG00000269732	0	0	0
ENSG00000256186	0	0	0
ENSG00000236601	0	0	0
ENSG00000236743	0	0	0
ENSG00000236679	0	0	0
ENSG00000231709	0	0	0
ENSG00000235146	0	0	0
ENSG00000239664	0	0	0
ENSG00000230021	0	0	0
ENSG00000223659	0	0	0
ENSG00000225972	14	0	14
ENSG00000225630	26	0	26
ENSG00000237973	18605	34	18571
ENSG00000229344	34	0	34
ENSG00000240409	1	0	1
ENSG00000248527	21	1	20
ENSG00000198744	5934	174	5760
ENSG00000268663	0	0	0
ENSG00000185097	0	0	0
ENSG00000229376	0	0	0
ENSG00000224956	10	0	10
ENSG00000235373	0	0	0
ENSG00000223181	0	0	0
ENSG00000240618	0	0	0
ENSG00000229905	0	0	0
ENSG00000228327	3	0	3
ENSG00000237491	8	4	4
ENSG00000230092	0	0	0
ENSG00000269831	0	0	0
ENSG00000240453	0	0	0
ENSG00000177757	2	2	0
ENSG00000225880	7	0	7
ENSG00000228794	79	0	79
ENSG00000230368	0	0	0
ENSG00000234711	0	0	0
ENSG00000269308	0	0	0
ENSG00000272438	0	0	0
ENSG00000230699	0	0	0
ENSG00000241180	0	0	0
ENSG00000223764	4	4	0
ENSG00000187634	0	157	0
ENSG00000268179	0	0	0
ENSG00000188976	695	3	849
ENSG00000187961	156	2	154
ENSG00000187583	137	4	145
ENSG00000187642	32	44	0
ENSG00000272512	4	0	4
ENSG00000188290	94	0	94
ENSG00000231702	0	0	0
ENSG00000224969	0	0	0
ENSG00000187608	51	0	51
ENSG00000188157	4877	9	4870
ENSG00000242590	0	0	0
ENSG00000217801	30	18	14
ENSG00000273443	3	2	3
ENSG00000237330	29	0	29
ENSG00000131591	375	3	373
ENSG00000223823	17	3	14
ENSG00000207730	24	1	23
ENSG00000207607	30	0	30
ENSG00000198976	27	0	27
ENSG00000272141	374	2	372
ENSG00000205231	6	8	0
ENSG00000162571	23	0	25
ENSG00000186891	1	1	1
ENSG00000186827	0	0	0
ENSG00000078808	2450	7	2443
ENSG00000176022	188	0	188
ENSG00000184163	96	0	96
ENSG00000260179	14	0	14
ENSG00000160087	809	2	807
ENSG00000230415	2	0	2
ENSG00000162572	36	0	36
